path,extension,bytes,folder
ui/jarvis_enterprise_operator_full/src/engine/binaryTransport.ts,.ts,1057,ui/jarvis_enterprise_operator_full/src/engine
ui/jarvis_enterprise_operator_full/src/engine/gpuPicking.ts,.ts,439,ui/jarvis_enterprise_operator_full/src/engine
ui/jarvis_enterprise_operator_full/src/engine/quaternionCamera.ts,.ts,773,ui/jarvis_enterprise_operator_full/src/engine
ui/jarvis_enterprise_operator_full/src/data/architecture.manifest.json,.json,573,ui/jarvis_enterprise_operator_full/src/data
ui/jarvis_enterprise_operator_full/src/data/visual_graph.sample.json,.json,964,ui/jarvis_enterprise_operator_full/src/data
ui/jarvis_enterprise_operator_full/src/styles/production-theme.css,.css,3229,ui/jarvis_enterprise_operator_full/src/styles
ui/jarvis_enterprise_operator_full/src/contracts/types.ts,.ts,876,ui/jarvis_enterprise_operator_full/src/contracts
ui/jarvis_enterprise_operator_full/src/workers/layout.worker.ts,.ts,758,ui/jarvis_enterprise_operator_full/src/workers
ui/jarvis_enterprise_operator_full/src/wasm/README.md,.md,449,ui/jarvis_enterprise_operator_full/src/wasm
ui/jarvis_enterprise_operator_full/src/proto/graph_delta.proto,.proto,734,ui/jarvis_enterprise_operator_full/src/proto
ui/jarvis_enterprise_operator_full/src/state/operatorStore.ts,.ts,832,ui/jarvis_enterprise_operator_full/src/state
ui/jarvis_enterprise_operator_full/src/design/design_tokens.json,.json,1757,ui/jarvis_enterprise_operator_full/src/design
ui/jarvis_enterprise_operator_full/src/routes/route_registry.json,.json,5820,ui/jarvis_enterprise_operator_full/src/routes
ui/jarvis_enterprise_operator_full/src/features/button_action_registry.csv,.csv,1466,ui/jarvis_enterprise_operator_full/src/features
ui/jarvis_enterprise_operator_full/src/features/data_table_render_contracts.csv,.csv,2375,ui/jarvis_enterprise_operator_full/src/features
ui/jarvis_enterprise_operator_full/src/specs/component_specifications.csv,.csv,1458,ui/jarvis_enterprise_operator_full/src/specs
ui/jarvis_enterprise_operator_full/src/specs/operator_user_flows.csv,.csv,1163,ui/jarvis_enterprise_operator_full/src/specs
ui/jarvis_enterprise_operator_full/src/ux/data_specific_rendering_rules.md,.md,2229,ui/jarvis_enterprise_operator_full/src/ux
ui/jarvis_enterprise_operator_full/src/ux/visual_status_contract.json,.json,1166,ui/jarvis_enterprise_operator_full/src/ux
ui/jarvis_enterprise_operator_full/src/performance/performance_budget.md,.md,1045,ui/jarvis_enterprise_operator_full/src/performance
catalogues/priority_acquisition_points_1000.csv,.csv,1063214,catalogues
catalogues/domain_subjects_10000_iso_expanded.csv,.csv,38641556,catalogues
catalogues/source_families_350_expanded.csv,.csv,53558,catalogues
catalogues/endpoint_candidates_actual_92000.csv,.csv,79323717,catalogues
catalogues/ocr_document_candidates_30000.csv,.csv,24750623,catalogues
benchmarks/benchmark_candidates_30000.csv,.csv,20573654,benchmarks
research/palantir_public_basis.csv,.csv,963,research
sql/final_master_schema.sql,.sql,260,sql
schemas/standard_acquisition_envelope.schema.json,.json,1037,schemas
manifests/PACKAGE_MANIFEST.json,.json,5057,manifests
manifests/catalogue_row_counts.csv,.csv,712,manifests
manifests/catalogue_to_runtime_use_matrix.csv,.csv,10061,manifests
manifests/exact_20_group_compliance_report.csv,.csv,896,manifests
manifests/ui_full_implementation_rescan.csv,.csv,1642,manifests
manifests/v5_production_ui_gap_review.csv,.csv,1255,manifests
manifests/v5_final_validation_report.json,.json,165,manifests
manifests/v5_file_index.csv,.csv,26568,manifests
manifests/v6_data_asset_inventory.csv,.csv,637,manifests
manifests/v6_final_gap_scan.csv,.csv,986,manifests
manifests/v6_specificity_validation.csv,.csv,880,manifests
diagrams/final_operating_flow.mmd,.mmd,412,diagrams
scripts/validate_final_pack.py,.py,638,scripts
scripts/validate_final_v2_pack.py,.py,1297,scripts
scripts/validate_exact_20_groups.py,.py,688,scripts
scripts/validate_v4_next_level_pack.py,.py,1592,scripts
scripts/validate_v4_ui_full.py,.py,926,scripts
scripts/validate_v5_production_ui.py,.py,1226,scripts
stage8_baseline/docs/00_MASTER_README.md,.md,808,stage8_baseline/docs
stage8_baseline/docs/01_STAGE8_IMPLEMENTATION_DELTA.md,.md,1179,stage8_baseline/docs
stage8_baseline/sql/001_stage8_schema.sql,.sql,2669,stage8_baseline/sql
stage8_baseline/sql/002_stage8_load_commands.sql,.sql,550,stage8_baseline/sql
stage8_baseline/graph/neo4j_stage8_ingestion.cypher,.cypher,1163,stage8_baseline/graph
stage8_baseline/vectors/vector_collections_stage8.json,.json,815,stage8_baseline/vectors
stage8_baseline/pipelines/pipeline_manifest_stage8.yaml,.yaml,943,stage8_baseline/pipelines
stage8_baseline/benchmarks/benchmark_candidates_30000.csv,.csv,20573654,stage8_baseline/benchmarks
stage8_baseline/benchmarks/benchmark_candidates_additional_15000.csv,.csv,10342270,stage8_baseline/benchmarks
stage8_baseline/catalogues/source_families_350_expanded.csv,.csv,53558,stage8_baseline/catalogues
stage8_baseline/catalogues/domain_subjects_10000_iso_expanded.csv,.csv,38641556,stage8_baseline/catalogues
stage8_baseline/catalogues/domain_subjects_additional_5000.csv,.csv,19235575,stage8_baseline/catalogues
stage8_baseline/catalogues/endpoint_candidates_100000.csv,.csv,79323717,stage8_baseline/catalogues
stage8_baseline/catalogues/endpoint_candidates_additional_50000.csv,.csv,29818875,stage8_baseline/catalogues
stage8_baseline/catalogues/ocr_document_candidates_30000.csv,.csv,24750623,stage8_baseline/catalogues
stage8_baseline/catalogues/ocr_document_candidates_additional_15000.csv,.csv,12441010,stage8_baseline/catalogues
stage8_baseline/catalogues/typed_flow_edges_55000.csv,.csv,10045113,stage8_baseline/catalogues
stage8_baseline/catalogues/base_ontology_cells_300.csv,.csv,114390,stage8_baseline/catalogues
stage8_baseline/catalogues/cross_correlation_edges.csv,.csv,279765,stage8_baseline/catalogues
stage8_baseline/catalogues/master_topics_30.csv,.csv,3432,stage8_baseline/catalogues
stage8_baseline/catalogues/universal_niches_10.csv,.csv,638,stage8_baseline/catalogues
stage8_baseline/catalogues/acquisition_families_20.csv,.csv,2548,stage8_baseline/catalogues
stage8_baseline/catalogues/platforms_purpose_functions.csv,.csv,1551,stage8_baseline/catalogues
stage8_baseline/catalogues/platform_functions_18.csv,.csv,1760,stage8_baseline/catalogues
stage8_baseline/catalogues/object_model.csv,.csv,885,stage8_baseline/catalogues
stage8_baseline/catalogues/neuron_types_12.csv,.csv,3011,stage8_baseline/catalogues
stage8_baseline/scripts/validate_stage8_package.py,.py,743,stage8_baseline/scripts
stage8_baseline/manifests/PACKAGE_MANIFEST.json,.json,506,stage8_baseline/manifests
stage8_baseline/research/researched_source_basis.csv,.csv,1652,stage8_baseline/research
science_domains/astronomy_space_science.yaml,.yaml,2118,science_domains
science_domains/planetary_defence.yaml,.yaml,2107,science_domains
science_domains/heliophysics_space_weather.yaml,.yaml,2133,science_domains
science_domains/atmospheric_science.yaml,.yaml,2127,science_domains
science_domains/meteorology_weather.yaml,.yaml,2106,science_domains
science_domains/oceanography_marine_science.yaml,.yaml,2135,science_domains
science_domains/hydrology_water_systems.yaml,.yaml,2147,science_domains
science_domains/geology_geophysics_seismology.yaml,.yaml,2177,science_domains
science_domains/volcanology.yaml,.yaml,2087,science_domains
science_domains/climate_science.yaml,.yaml,2107,science_domains
science_domains/ecology_biodiversity.yaml,.yaml,2132,science_domains
science_domains/environmental_chemistry.yaml,.yaml,2147,science_domains
science_domains/radiation_nuclear_monitoring.yaml,.yaml,2172,science_domains
science_domains/biology_genomics_proteomics.yaml,.yaml,2167,science_domains
science_domains/epidemiology_public_health.yaml,.yaml,2162,science_domains
science_domains/medicine_clinical_trials.yaml,.yaml,2152,science_domains
science_domains/pharmacovigilance.yaml,.yaml,2117,science_domains
science_domains/agriculture_food_security.yaml,.yaml,2157,science_domains
science_domains/energy_systems_grid_science.yaml,.yaml,2167,science_domains
science_domains/transport_mobility_science.yaml,.yaml,2162,science_domains
science_domains/cyber_infrastructure_science.yaml,.yaml,2138,science_domains
science_domains/telecommunications_spectrum.yaml,.yaml,2167,science_domains
science_domains/economics_macro_finance.yaml,.yaml,2147,science_domains
science_domains/law_regulation_policy.yaml,.yaml,2118,science_domains
science_domains/political_risk_governance.yaml,.yaml,2157,science_domains
science_domains/conflict_humanitarian_security.yaml,.yaml,2182,science_domains
science_domains/supply_chain_logistics.yaml,.yaml,2142,science_domains
science_domains/urban_systems_built_environment.yaml,.yaml,2187,science_domains
science_domains/AI_model_governance.yaml,.yaml,2105,science_domains
science_domains/knowledge_graph_science.yaml,.yaml,2147,science_domains
advanced_sources/source_families_added_v4_150.csv,.csv,22840,advanced_sources
advanced_sources/source_families_total_v4.csv,.csv,76329,advanced_sources
advanced_acquisition_points/v4_next_level_acquisition_points_5000.csv,.csv,6726808,advanced_acquisition_points
advanced_ui/operational_scale_browser_engine/00_ARCHITECTURE.md,.md,1143,advanced_ui/operational_scale_browser_engine
advanced_ui/operational_scale_browser_engine/01_LAYERED_UI_BLUEPRINT.yaml,.yaml,1412,advanced_ui/operational_scale_browser_engine
advanced_ui/operational_scale_browser_engine/02_PRODUCTION_ACCEPTANCE_GATES.yaml,.yaml,877,advanced_ui/operational_scale_browser_engine
advanced_ui/operational_scale_browser_engine/03_PROTOBUF_CONTRACT.proto,.proto,734,advanced_ui/operational_scale_browser_engine
advanced_ui/operational_scale_browser_engine/04_WASM_WORKER_CONTRACT.md,.md,478,advanced_ui/operational_scale_browser_engine
advanced_ui/operational_scale_browser_engine/05_GPU_RENDER_CONTRACT.md,.md,483,advanced_ui/operational_scale_browser_engine
advanced_ui/operational_scale_browser_engine/06_BLUEPRINT_DENSITY_SPEC.md,.md,336,advanced_ui/operational_scale_browser_engine
advanced_ui/operational_scale_browser_engine/07_CRDT_COLLABORATION_SPEC.yaml,.yaml,366,advanced_ui/operational_scale_browser_engine
event_runtime/kafka_contracts/ui_graph_delta_topic.yaml,.yaml,235,event_runtime/kafka_contracts
event_runtime/cloudevents/cloudevent_envelope.schema.json,.json,17,event_runtime/cloudevents
advanced_cypher/v4_cause_effect_graph.cypher,.cypher,631,advanced_cypher
advanced_sql/v4_acquisition_points.sql,.sql,511,advanced_sql
advanced_docs/v4_remaining_gaps_review.csv,.csv,1178,advanced_docs
advanced_docs/v4_ui_gap_review_after_rescan.csv,.csv,1230,advanced_docs
kernel_runtime/ebpf/ebpf_probe_contract.yaml,.yaml,89,kernel_runtime/ebpf
identity_runtime/spiffe/spiffe_workload_identity.schema.json,.json,17,identity_runtime/spiffe
policy_runtime/opa/rego_policy_template.rego,.rego,46,policy_runtime/opa
lineage_runtime/openlineage/openlineage_event.schema.json,.json,17,lineage_runtime/openlineage
object_runtime/bitemporal/bitemporal_object_model.sql,.sql,81,object_runtime/bitemporal
query_engine/roaring_bitmap/bitmap_query_plan.md,.md,20,query_engine/roaring_bitmap
sovereign_sync/merkle_dag/merkle_bundle_manifest.schema.json,.json,17,sovereign_sync/merkle_dag
observability_runtime/opentelemetry/otel_signal_contract.yaml,.yaml,32,observability_runtime/opentelemetry
privacy_safety/differential_privacy/dp_release_policy.yaml,.yaml,48,privacy_safety/differential_privacy
excel/WORKBOOK_BUILD_NOTE.txt,.txt,156,excel
excel/world_os_v6_control_workbook.xlsx,.xlsx,15780,excel
