id,kind,parent,label,repo,source,lane,importance,relationship,child_count,visual_radius,distance,theta_deg,x,y,z,orbit_radius,orbit_speed,phase,notes,actions,dust_policy
sat:critical-health-alert:run-all,satellite,met:critical-health-alert,Run all,action/control generated from meteorite context,actions/endpoints,local,0.7100000000000001,0.7100000000000001,0,0.2925599275566233,local,209.40801704521476,local action orbit,local action orbit,local action orbit,9.029642122339013,0.20378284691887535,3.654859377511405,Stable final action/control. Only visible in meteorite inspect mode.,Run all,not dust
sat:critical-health-alert:open-dashboard.py,satellite,met:critical-health-alert,Open dashboard.py,action/control generated from meteorite context,actions/endpoints,local,0.63,0.63,0,0.2819758453127455,local,243.13614799714094,local action orbit,local action orbit,local action orbit,9.019058040095135,0.19260063514199985,4.243526313166326,Stable final action/control. Only visible in meteorite inspect mode.,Open dashboard.py,not dust
sat:critical-health-alert:acknowledge,satellite,met:critical-health-alert,Acknowledge,action/control generated from meteorite context,actions/endpoints,local,0.55,0.55,0,0.2710074665877427,local,347.90825407670536,local action orbit,local action orbit,local action orbit,9.008089661370132,0.18140922885987243,6.072144528503493,Stable final action/control. Only visible in meteorite inspect mode.,Acknowledge,not dust
sat:stopped-worker:restart,satellite,met:stopped-worker,Restart,action/control generated from meteorite context,actions/endpoints,local,0.79,0.79,0,0.2952695851792021,local,97.8200208064681,local action orbit,local action orbit,local action orbit,8.96415459100048,0.21586216530285524,1.7072814374422272,Stable final action/control. Only visible in meteorite inspect mode.,Restart,not dust
sat:stopped-worker:view-logs,satellite,met:stopped-worker,View logs,action/control generated from meteorite context,actions/endpoints,local,0.7100000000000001,0.7100000000000001,0,0.28527049916457087,local,334.9829882325099,local action orbit,local action orbit,local action orbit,8.954155504985849,0.20464002395710074,5.8465560828267185,Stable final action/control. Only visible in meteorite inspect mode.,View logs,not dust
sat:stopped-worker:open-service-file,satellite,met:stopped-worker,Open service file,action/control generated from meteorite context,actions/endpoints,local,0.63,0.63,0,0.27495013010334485,local,45.27497479814919,local action orbit,local action orbit,local action orbit,8.943835135924623,0.19340888144993676,0.7901973789851584,Stable final action/control. Only visible in meteorite inspect mode.,Open service file,not dust
sat:stopped-worker:disable,satellite,met:stopped-worker,Disable,action/control generated from meteorite context,actions/endpoints,local,0.55,0.55,0,0.2642550396989968,local,331.53827069595883,local action orbit,local action orbit,local action orbit,8.933140045520275,0.1821686567863806,5.786434420012713,Stable final action/control. Only visible in meteorite inspect mode.,Disable,not dust
sat:latest-build-job:pause,satellite,met:latest-build-job,Pause,action/control generated from meteorite context,actions/endpoints,local,0.79,0.79,0,0.28497270103256567,local,164.44340610048812,local action orbit,local action orbit,local action orbit,8.860786150943477,0.2171176202844535,2.870078869647647,Stable final action/control. Only visible in meteorite inspect mode.,Pause,not dust
sat:latest-build-job:cancel,satellite,met:latest-build-job,Cancel,action/control generated from meteorite context,actions/endpoints,local,0.7100000000000001,0.7100000000000001,0,0.2753223113802855,local,256.35960809336035,local action orbit,local action orbit,local action orbit,8.851135761291197,0.20582749716649293,4.4743192303514405,Stable final action/control. Only visible in meteorite inspect mode.,Cancel,not dust
sat:latest-build-job:view-task-log,satellite,met:latest-build-job,View task log,action/control generated from meteorite context,actions/endpoints,local,0.63,0.63,0,0.2653618427284074,local,220.1504195528455,local action orbit,local action orbit,local action orbit,8.841175292639319,0.19452853009386306,3.8423496708440568,Stable final action/control. Only visible in meteorite inspect mode.,View task log,not dust
sat:latest-build-job:open-output,satellite,met:latest-build-job,Open output,action/control generated from meteorite context,actions/endpoints,local,0.55,0.55,0,0.25503972032469013,local,8.853605084319973,local action orbit,local action orbit,local action orbit,8.830853170235601,0.1832206398275604,0.15452455939269372,Stable final action/control. Only visible in meteorite inspect mode.,Open output,not dust
sat:latest-suggestion:open-proposal,satellite,met:latest-suggestion,Open proposal,action/control generated from meteorite context,actions/endpoints,local,0.79,0.79,0,0.27129909862680834,local,7.497557738678893,local action orbit,local action orbit,local action orbit,8.72351948556058,0.21881915174915872,0.13085706839832728,Stable final action/control. Only visible in meteorite inspect mode.,Open proposal,not dust
sat:latest-suggestion:build,satellite,met:latest-suggestion,Build,action/control generated from meteorite context,actions/endpoints,local,0.7100000000000001,0.7100000000000001,0,0.26211175540209053,local,81.71853928866761,local action orbit,local action orbit,local action orbit,8.714332142335861,0.2074368169811792,1.4262575705075948,Stable final action/control. Only visible in meteorite inspect mode.,Build,not dust
sat:latest-suggestion:dismiss,satellite,met:latest-suggestion,Dismiss,action/control generated from meteorite context,actions/endpoints,local,0.63,0.63,0,0.2526292114343218,local,143.76287872525,local action orbit,local action orbit,local action orbit,8.704849598368092,0.19604585747905545,2.509135575900921,Stable final action/control. Only visible in meteorite inspect mode.,Dismiss,not dust
sat:latest-suggestion:pin-to-dock,satellite,met:latest-suggestion,Pin to dock,action/control generated from meteorite context,actions/endpoints,local,0.55,0.55,0,0.24280236663867222,local,275.44445420509305,local action orbit,local action orbit,local action orbit,8.695022753572442,0.1846461964226033,4.8074126322376145,Stable final action/control. Only visible in meteorite inspect mode.,Pin to dock,not dust
sat:latest-proposal:build-this,satellite,met:latest-proposal,Build this,action/control generated from meteorite context,actions/endpoints,local,0.79,0.79,0,0.2621453021958812,local,207.85208980735672,local action orbit,local action orbit,local action orbit,8.631626283287988,0.21998085389892863,3.627703324289321,Stable final action/control. Only visible in meteorite inspect mode.,Build this,not dust
sat:latest-proposal:edit-proposal,satellite,met:latest-proposal,Edit proposal,action/control generated from meteorite context,actions/endpoints,local,0.7100000000000001,0.7100000000000001,0,0.2532679455138604,local,298.95962405459943,local action orbit,local action orbit,local action orbit,8.622748926605967,0.20853551258093503,5.2178297702772,Stable final action/control. Only visible in meteorite inspect mode.,Edit proposal,not dust
sat:latest-proposal:copy-brief,satellite,met:latest-proposal,Copy brief,action/control generated from meteorite context,actions/endpoints,local,0.63,0.63,0,0.24410534834122521,local,334.7463740629019,local action orbit,local action orbit,local action orbit,8.613586329433332,0.19708170030191602,5.842426386510186,Stable final action/control. Only visible in meteorite inspect mode.,Copy brief,not dust
sat:latest-proposal:rollback-plan,satellite,met:latest-proposal,Rollback plan,action/control generated from meteorite context,actions/endpoints,local,0.55,0.55,0,0.2346100672598415,local,82.50062449893463,local action orbit,local action orbit,local action orbit,8.604091048351949,0.18561934191847496,1.4399075324579063,Stable final action/control. Only visible in meteorite inspect mode.,Rollback plan,not dust
sat:recent-glb:open,satellite,met:recent-glb,Open,action/control generated from meteorite context,actions/endpoints,local,0.79,0.79,0,0.2506525997689718,local,259.64999719049086,local action orbit,local action orbit,local action orbit,8.516253253447983,0.22146592465185888,4.5317473537680915,Stable final action/control. Only visible in meteorite inspect mode.,Open,not dust
sat:recent-glb:preview,satellite,met:recent-glb,Preview,action/control generated from meteorite context,actions/endpoints,local,0.7100000000000001,0.7100000000000001,0,0.24216443495050669,local,292.05759642926455,local action orbit,local action orbit,local action orbit,8.507765088629517,0.209939978905035,5.097366663151501,Stable final action/control. Only visible in meteorite inspect mode.,Preview,not dust
sat:recent-glb:regenerate,satellite,met:recent-glb,Regenerate,action/control generated from meteorite context,actions/endpoints,local,0.63,0.63,0,0.2334035348591492,local,332.1371919596887,local action orbit,local action orbit,local action orbit,8.49900418853816,0.1984057636632834,5.796887568025006,Stable final action/control. Only visible in meteorite inspect mode.,Regenerate,not dust
sat:recent-glb:use-in-scene,satellite,met:recent-glb,Use in scene,action/control generated from meteorite context,actions/endpoints,local,0.55,0.55,0,0.2243245360418919,local,165.32088901971488,local action orbit,local action orbit,local action orbit,8.489925189720903,0.18686320595624317,2.8853938357181654,Stable final action/control. Only visible in meteorite inspect mode.,Use in scene,not dust
sat:ocr-batch:open-batch,satellite,met:ocr-batch,Open batch,action/control generated from meteorite context,actions/endpoints,local,0.79,0.79,0,0.2552525764204803,local,295.6025020162581,local action orbit,local action orbit,local action orbit,8.562431534566198,0.22086792034914532,5.15923693731688,Stable final action/control. Only visible in meteorite inspect mode.,Open batch,not dust
sat:ocr-batch:re-run-ocr,satellite,met:ocr-batch,Re-run OCR,action/control generated from meteorite context,actions/endpoints,local,0.7100000000000001,0.7100000000000001,0,0.24660863679650719,local,302.38786209895926,local action orbit,local action orbit,local action orbit,8.553787594942225,0.20937444023561577,5.27766381169341,Stable final action/control. Only visible in meteorite inspect mode.,Re-run OCR,not dust
sat:ocr-batch:summarise,satellite,met:ocr-batch,Summarise,action/control generated from meteorite context,actions/endpoints,local,0.63,0.63,0,0.2376869566617606,local,219.88388156981296,local action orbit,local action orbit,local action orbit,8.544865914807477,0.19787260883891022,3.8376977054585137,Stable final action/control. Only visible in meteorite inspect mode.,Summarise,not dust
sat:ocr-batch:link-to-topic,satellite,met:ocr-batch,Link to topic,action/control generated from meteorite context,actions/endpoints,local,0.55,0.55,0,0.22844134005311814,local,16.594959948350432,local action orbit,local action orbit,local action orbit,8.535620298198836,0.1863623523096848,0.28963669033530315,Stable final action/control. Only visible in meteorite inspect mode.,Link to topic,not dust
sat:search-result:open,satellite,met:search-result,Open,action/control generated from meteorite context,actions/endpoints,local,0.79,0.79,0,0.3073179137543108,local,5.576255797775522,local action orbit,local action orbit,local action orbit,9.085105444906127,0.21442045427364143,0.09732402360460594,Stable final action/control. Only visible in meteorite inspect mode.,Open,not dust
sat:search-result:inspect-relations,satellite,met:search-result,Inspect relations,action/control generated from meteorite context,actions/endpoints,local,0.7100000000000001,0.7100000000000001,0,0.2969108200077557,local,224.91740226394438,local action orbit,local action orbit,local action orbit,9.074698351159572,0.2032763225440067,3.9255492145383775,Stable final action/control. Only visible in meteorite inspect mode.,Inspect relations,not dust
sat:search-result:pin,satellite,met:search-result,Pin,action/control generated from meteorite context,actions/endpoints,local,0.63,0.63,0,0.28616933341967515,local,93.3809338727456,local action orbit,local action orbit,local action orbit,9.063956864571491,0.19212301384097677,1.6298047546665102,Stable final action/control. Only visible in meteorite inspect mode.,Pin,not dust
sat:search-result:send-to-agent-os,satellite,met:search-result,Send to Agent OS,action/control generated from meteorite context,actions/endpoints,local,0.55,0.55,0,0.27503783517042873,local,245.54333880672775,local action orbit,local action orbit,local action orbit,9.052825366322244,0.1809604451836007,4.285539718517364,Stable final action/control. Only visible in meteorite inspect mode.,Send to Agent OS,not dust
sat:recent-note:open-note,satellite,met:recent-note,Open note,action/control generated from meteorite context,actions/endpoints,local,0.79,0.79,0,0.26245057414147566,local,121.20589468656243,local action orbit,local action orbit,local action orbit,8.634690849651937,0.21994181337253566,2.115441935106015,Stable final action/control. Only visible in meteorite inspect mode.,Open note,not dust
sat:recent-note:link-to-topic,satellite,met:recent-note,Link to topic,action/control generated from meteorite context,actions/endpoints,local,0.7100000000000001,0.7100000000000001,0,0.25356287965090607,local,227.62899362194096,local action orbit,local action orbit,local action orbit,8.625803155161368,0.2084985901346614,3.972875411704042,Stable final action/control. Only visible in meteorite inspect mode.,Link to topic,not dust
sat:recent-note:summarise,satellite,met:recent-note,Summarise,action/control generated from meteorite context,actions/endpoints,local,0.63,0.63,0,0.24438961250310004,local,161.08419613006623,local action orbit,local action orbit,local action orbit,8.616629888013561,0.19704689071365789,2.8114495953979635,Stable final action/control. Only visible in meteorite inspect mode.,Summarise,not dust
sat:recent-note:promote,satellite,met:recent-note,Promote,action/control generated from meteorite context,actions/endpoints,local,0.55,0.55,0,0.23488327403138584,local,300.18804770433064,local action orbit,local action orbit,local action orbit,8.607123549541846,0.18558663990944696,5.2392698075743755,Stable final action/control. Only visible in meteorite inspect mode.,Promote,not dust
sat:graph-ingest-spike:open-graph,satellite,met:graph-ingest-spike,Open graph,action/control generated from meteorite context,actions/endpoints,local,0.79,0.79,0,0.2849179645250744,local,113.04527702579398,local action orbit,local action orbit,local action orbit,8.860236661669541,0.2171243527205279,1.9730122879292076,Stable final action/control. Only visible in meteorite inspect mode.,Open graph,not dust
sat:graph-ingest-spike:focus-node,satellite,met:graph-ingest-spike,Focus node,action/control generated from meteorite context,actions/endpoints,local,0.7100000000000001,0.7100000000000001,0,0.2752694284841177,local,177.88340461856765,local action orbit,local action orbit,local action orbit,8.850588125628583,0.20583386492039907,3.1046510952512936,Stable final action/control. Only visible in meteorite inspect mode.,Focus node,not dust
sat:graph-ingest-spike:inspect-links,satellite,met:graph-ingest-spike,Inspect links,action/control generated from meteorite context,actions/endpoints,local,0.63,0.63,0,0.26531087300239586,local,90.45692891125962,local action orbit,local action orbit,local action orbit,8.840629570146863,0.19453453401899312,1.57877124074393,Stable final action/control. Only visible in meteorite inspect mode.,Inspect links,not dust
sat:graph-ingest-spike:replay-delta,satellite,met:graph-ingest-spike,Replay delta,action/control generated from meteorite context,actions/endpoints,local,0.55,0.55,0,0.2549907332339564,local,40.188162885650094,local action orbit,local action orbit,local action orbit,8.830309430378422,0.18322628078678918,0.7014157626823796,Stable final action/control. Only visible in meteorite inspect mode.,Replay delta,not dust
sat:budget-warning:open-budget,satellite,met:budget-warning,Open budget,action/control generated from meteorite context,actions/endpoints,local,0.79,0.79,0,0.2222798481386021,local,286.3395485017308,local action orbit,local action orbit,local action orbit,8.23142465536046,0.22526498688970645,4.997567900029199,Stable final action/control. Only visible in meteorite inspect mode.,Open budget,not dust
sat:budget-warning:force-economy,satellite,met:budget-warning,Force economy,action/control generated from meteorite context,actions/endpoints,local,0.7100000000000001,0.7100000000000001,0,0.2147525055594193,local,119.47375168080296,local action orbit,local action orbit,local action orbit,8.223897312781277,0.21353253442148115,2.085210336540121,Stable final action/control. Only visible in meteorite inspect mode.,Force economy,not dust
sat:budget-warning:raise-cap,satellite,met:budget-warning,Raise cap,action/control generated from meteorite context,actions/endpoints,local,0.63,0.63,0,0.2069833001186646,local,237.66435485278822,local action orbit,local action orbit,local action orbit,8.216128107340522,0.20179235312354504,4.148025506809318,Stable final action/control. Only visible in meteorite inspect mode.,Raise cap,not dust
sat:budget-warning:view-spend,satellite,met:budget-warning,View spend,action/control generated from meteorite context,actions/endpoints,local,0.55,0.55,0,0.1989320033030298,local,251.98041656333498,local action orbit,local action orbit,local action orbit,8.208076810524886,0.19004437573145022,4.39788791957705,Stable final action/control. Only visible in meteorite inspect mode.,View spend,not dust
sat:tts-failure:retry-tts,satellite,met:tts-failure,Retry TTS,action/control generated from meteorite context,actions/endpoints,local,0.79,0.79,0,0.21610377980920703,local,216.10741693901537,local action orbit,local action orbit,local action orbit,8.169424292939798,0.22611817502965098,3.771785963565984,Stable final action/control. Only visible in meteorite inspect mode.,Retry TTS,not dust
sat:tts-failure:use-piper,satellite,met:tts-failure,Use Piper,action/control generated from meteorite context,actions/endpoints,local,0.7100000000000001,0.7100000000000001,0,0.20878558521396026,local,319.9002583138413,local action orbit,local action orbit,local action orbit,8.162106098344552,0.2143392843235822,5.583312785556894,Stable final action/control. Only visible in meteorite inspect mode.,Use Piper,not dust
sat:tts-failure:use-xtts,satellite,met:tts-failure,Use XTTS,action/control generated from meteorite context,actions/endpoints,local,0.63,0.63,0,0.2012322479415034,local,104.91071140973611,local action orbit,local action orbit,local action orbit,8.154552761072093,0.2025527912671599,1.831037334709477,Stable final action/control. Only visible in meteorite inspect mode.,Use XTTS,not dust
sat:tts-failure:open-voice-settings,satellite,met:tts-failure,Open voice settings,action/control generated from meteorite context,actions/endpoints,local,0.55,0.55,0,0.19340465723188774,local,95.06444499247345,local action orbit,local action orbit,local action orbit,8.146725170362478,0.19075862990567571,1.6591875666996978,Stable final action/control. Only visible in meteorite inspect mode.,Open voice settings,not dust
sat:climate-offline:refresh-bridge,satellite,met:climate-offline,Refresh bridge,action/control generated from meteorite context,actions/endpoints,local,0.79,0.79,0,0.2269759675834511,local,297.81911030826603,local action orbit,local action orbit,local action orbit,8.278568095494625,0.22462266997982522,5.197924050239426,Stable final action/control. Only visible in meteorite inspect mode.,Refresh bridge,not dust
sat:climate-offline:open-zones,satellite,met:climate-offline,Open zones,action/control generated from meteorite context,actions/endpoints,local,0.7100000000000001,0.7100000000000001,0,0.2192895943942055,local,256.0284946709937,local action orbit,local action orbit,local action orbit,8.27088172230538,0.21292516333404624,4.468540210933597,Stable final action/control. Only visible in meteorite inspect mode.,Open zones,not dust
sat:climate-offline:warm-room,satellite,met:climate-offline,Warm room,action/control generated from meteorite context,actions/endpoints,local,0.63,0.63,0,0.21135624849246487,local,158.05505980692223,local action orbit,local action orbit,local action orbit,8.262948376403639,0.2012198338707425,2.758581193067346,Stable final action/control. Only visible in meteorite inspect mode.,Warm room,not dust
sat:climate-offline:check-status,satellite,met:climate-offline,Check status,action/control generated from meteorite context,actions/endpoints,local,0.55,0.55,0,0.2031348514547507,local,207.9534504022341,local action orbit,local action orbit,local action orbit,8.254726979365925,0.1895066133461956,3.6294724004017116,Stable final action/control. Only visible in meteorite inspect mode.,Check status,not dust
sat:gpu-vram-high:open-gpu,satellite,met:gpu-vram-high,Open GPU,action/control generated from meteorite context,actions/endpoints,local,0.79,0.79,0,0.2994669156564546,local,171.6653506857495,local action orbit,local action orbit,local action orbit,9.006290784596388,0.21535661458928357,2.9961255810570346,Stable final action/control. Only visible in meteorite inspect mode.,Open GPU,not dust
sat:gpu-vram-high:unload-model,satellite,met:gpu-vram-high,Unload model,action/control generated from meteorite context,actions/endpoints,local,0.7100000000000001,0.7100000000000001,0,0.28932569015106474,local,299.38421430517553,local action orbit,local action orbit,local action orbit,8.996149559090998,0.20416183512363126,5.22524026812162,Stable final action/control. Only visible in meteorite inspect mode.,Unload model,not dust
sat:gpu-vram-high:route-to-tier,satellite,met:gpu-vram-high,Route to tier,action/control generated from meteorite context,actions/endpoints,local,0.63,0.63,0,0.2788586144807889,local,92.81140140556064,local action orbit,local action orbit,local action orbit,8.985682483420721,0.1929579922740959,1.6198645379171261,Stable final action/control. Only visible in meteorite inspect mode.,Route to tier,not dust
sat:gpu-vram-high:pause-heavy-worker,satellite,met:gpu-vram-high,Pause heavy worker,action/control generated from meteorite context,actions/endpoints,local,0.55,0.55,0,0.2680114907104445,local,275.54685281485945,local action orbit,local action orbit,local action orbit,8.974835359650378,0.18174500434555851,4.809199825127503,Stable final action/control. Only visible in meteorite inspect mode.,Pause heavy worker,not dust
sat:document-search-hit:open-document,satellite,met:document-search-hit,Open document,action/control generated from meteorite context,actions/endpoints,local,0.79,0.79,0,0.25211213248735026,local,140.84432568886416,local action orbit,local action orbit,local action orbit,8.530905221767956,0.221275657258042,2.4581972160219103,Stable final action/control. Only visible in meteorite inspect mode.,Open document,not dust
sat:document-search-hit:summarise,satellite,met:document-search-hit,Summarise,action/control generated from meteorite context,actions/endpoints,local,0.7100000000000001,0.7100000000000001,0,0.24357454167337203,local,35.75903952022992,local action orbit,local action orbit,local action orbit,8.522367630953976,0.2097600423023477,0.6241129769787855,Stable final action/control. Only visible in meteorite inspect mode.,Summarise,not dust
sat:document-search-hit:extract-quote,satellite,met:document-search-hit,Extract quote,action/control generated from meteorite context,actions/endpoints,local,0.63,0.63,0,0.23476262746790771,local,297.1362639817261,local action orbit,local action orbit,local action orbit,8.513555716748513,0.19823613173199126,5.186006133556156,Stable final action/control. Only visible in meteorite inspect mode.,Extract quote,not dust
sat:document-search-hit:link-to-topic,satellite,met:document-search-hit,Link to topic,action/control generated from meteorite context,actions/endpoints,local,0.55,0.55,0,0.22563076226970674,local,54.496580216683576,local action orbit,local action orbit,local action orbit,8.50442385155031,0.18670385229637018,0.9511447558583332,Stable final action/control. Only visible in meteorite inspect mode.,Link to topic,not dust
dust:documents,dust,moon:document-vault,Documents / PDFs / OCR rows,34k+ projected docs / live fetched docs,document,cloud,0.22,0.35,0,0.12442152636362318,cloud,hashed,instanced,instanced,instanced,cloud radius,0.00830754927761491,1.756558914241261,Individual docs are instanced dust unless searched or active.,Search can promote matching dust to meteorite,instanced particles; no labels; no bloom; hidden outside relevant mode
dust:notes,dust,moon:recent-learning,Notes / lessons,concept notes + lessons,note,cloud,0.22,0.35,0,0.12442152636362318,cloud,hashed,instanced,instanced,instanced,cloud radius,0.00830754927761491,3.634296239643673,Old notes are dust; recent/selected notes become meteorites.,Search can promote matching dust to meteorite,instanced particles; no labels; no bloom; hidden outside relevant mode
dust:logs,dust,moon:pm2-processes,Log lines,pm2 logs / feedback events,log,cloud,0.22,0.35,0,0.12442152636362318,cloud,hashed,instanced,instanced,instanced,cloud radius,0.00830754927761491,1.9446908463694645,Log lines never get labels; selected errors can become meteorites.,Search can promote matching dust to meteorite,instanced particles; no labels; no bloom; hidden outside relevant mode
dust:graph-leaves,dust,moon:knowledge-graph,Graph leaf nodes,bounded /graphdata + brain.db long tail,graph-node,cloud,0.22,0.35,0,0.12442152636362318,cloud,hashed,instanced,instanced,instanced,cloud radius,0.00830754927761491,5.209450304253998,Low-centrality graph nodes render as point cloud.,Search can promote matching dust to meteorite,instanced particles; no labels; no bloom; hidden outside relevant mode
dust:raw-files,dust,moon:document-vault,Raw repo files,repo scan files,file,cloud,0.22,0.35,0,0.12442152636362318,cloud,hashed,instanced,instanced,instanced,cloud radius,0.00830754927761491,1.4183718466508506,Files are dust unless searched; service clusters may become moons.,Search can promote matching dust to meteorite,instanced particles; no labels; no bloom; hidden outside relevant mode
dust:measurements,dust,moon:measurements,Measurement rows,111k+ measurements,record,cloud,0.22,0.35,0,0.12442152636362318,cloud,hashed,instanced,instanced,instanced,cloud radius,0.00830754927761491,5.657005285471039,Raw metrics as dust; spikes/alerts become meteorites.,Search can promote matching dust to meteorite,instanced particles; no labels; no bloom; hidden outside relevant mode
dust:glb-assets,dust,moon:glb-library,Inactive generated assets,GLB library long tail,record,cloud,0.22,0.35,0,0.12442152636362318,cloud,hashed,instanced,instanced,instanced,cloud radius,0.00830754927761491,1.3443381240204735,Inactive models are dust; selected latest GLB is meteorite.,Search can promote matching dust to meteorite,instanced particles; no labels; no bloom; hidden outside relevant mode
dust:endpoints,dust,moon:tool-registry,Low-use endpoints/tools,API endpoint/action catalogue,record,cloud,0.22,0.35,0,0.12442152636362318,cloud,hashed,instanced,instanced,instanced,cloud radius,0.00830754927761491,0.5900946881097306,Stable major actions can be satellites only inside inspect mode.,Search can promote matching dust to meteorite,instanced particles; no labels; no bloom; hidden outside relevant mode
dust:source-chunks,dust,moon:ocr-ingest,Source chunks / excerpts,scraped text chunks,document,cloud,0.22,0.35,0,0.12442152636362318,cloud,hashed,instanced,instanced,instanced,cloud radius,0.00830754927761491,4.174127411984516,Never visible at home; searchable dust.,Search can promote matching dust to meteorite,instanced particles; no labels; no bloom; hidden outside relevant mode
