interaction,verb,mood,science,effects,anim_a,anim_b,llm_prompt
betray,betrays,content,plasma,"trust--,grief+",talk,talk,"Two minions in the plasma guild: A ({name_a}, content) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,content,polymer,"trust--,grief+",talk,talk,"Two minions in the polymer guild: A ({name_a}, content) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,content,qcomputing,"trust--,grief+",talk,talk,"Two minions in the qcomputing guild: A ({name_a}, content) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,content,quantum,"trust--,grief+",talk,talk,"Two minions in the quantum guild: A ({name_a}, content) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,content,rf,"trust--,grief+",talk,talk,"Two minions in the rf guild: A ({name_a}, content) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,content,robotics,"trust--,grief+",talk,talk,"Two minions in the robotics guild: A ({name_a}, content) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,content,seismology,"trust--,grief+",talk,talk,"Two minions in the seismology guild: A ({name_a}, content) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,content,semiconductor,"trust--,grief+",talk,talk,"Two minions in the semiconductor guild: A ({name_a}, content) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,content,signal,"trust--,grief+",talk,talk,"Two minions in the signal guild: A ({name_a}, content) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,content,spectroscopy,"trust--,grief+",talk,talk,"Two minions in the spectroscopy guild: A ({name_a}, content) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,content,statmech,"trust--,grief+",talk,talk,"Two minions in the statmech guild: A ({name_a}, content) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,content,structural,"trust--,grief+",talk,talk,"Two minions in the structural guild: A ({name_a}, content) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,content,tribology,"trust--,grief+",talk,talk,"Two minions in the tribology guild: A ({name_a}, content) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,content,veterinary,"trust--,grief+",talk,talk,"Two minions in the veterinary guild: A ({name_a}, content) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,acoustics,"trust--,grief+",talk,talk,"Two minions in the acoustics guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,aerodynamics,"trust--,grief+",talk,talk,"Two minions in the aerodynamics guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,agronomy,"trust--,grief+",talk,talk,"Two minions in the agronomy guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,astronomy,"trust--,grief+",talk,talk,"Two minions in the astronomy guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,atmoschem,"trust--,grief+",talk,talk,"Two minions in the atmoschem guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,biology,"trust--,grief+",talk,talk,"Two minions in the biology guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,biomechanics,"trust--,grief+",talk,talk,"Two minions in the biomechanics guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,chemistry,"trust--,grief+",talk,talk,"Two minions in the chemistry guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,combustion,"trust--,grief+",talk,talk,"Two minions in the combustion guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,control,"trust--,grief+",talk,talk,"Two minions in the control guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,crypto,"trust--,grief+",talk,talk,"Two minions in the crypto guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,crystallography,"trust--,grief+",talk,talk,"Two minions in the crystallography guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,cs_ai,"trust--,grief+",talk,talk,"Two minions in the cs_ai guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,earth,"trust--,grief+",talk,talk,"Two minions in the earth guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,ecology,"trust--,grief+",talk,talk,"Two minions in the ecology guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,economics,"trust--,grief+",talk,talk,"Two minions in the economics guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,electrochem,"trust--,grief+",talk,talk,"Two minions in the electrochem guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,electronics,"trust--,grief+",talk,talk,"Two minions in the electronics guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,engineering,"trust--,grief+",talk,talk,"Two minions in the engineering guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,epidemiology,"trust--,grief+",talk,talk,"Two minions in the epidemiology guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,fluids,"trust--,grief+",talk,talk,"Two minions in the fluids guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,foodscience,"trust--,grief+",talk,talk,"Two minions in the foodscience guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,forestry,"trust--,grief+",talk,talk,"Two minions in the forestry guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,geodesy,"trust--,grief+",talk,talk,"Two minions in the geodesy guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,geology,"trust--,grief+",talk,talk,"Two minions in the geology guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,geotechnical,"trust--,grief+",talk,talk,"Two minions in the geotechnical guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,heattransfer,"trust--,grief+",talk,talk,"Two minions in the heattransfer guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,hydrogeology,"trust--,grief+",talk,talk,"Two minions in the hydrogeology guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,hydrology,"trust--,grief+",talk,talk,"Two minions in the hydrology guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,immunology,"trust--,grief+",talk,talk,"Two minions in the immunology guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,linguistics,"trust--,grief+",talk,talk,"Two minions in the linguistics guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,materials,"trust--,grief+",talk,talk,"Two minions in the materials guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,math,"trust--,grief+",talk,talk,"Two minions in the math guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,medicine,"trust--,grief+",talk,talk,"Two minions in the medicine guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,metallurgy,"trust--,grief+",talk,talk,"Two minions in the metallurgy guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,neuro,"trust--,grief+",talk,talk,"Two minions in the neuro guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,nuclear,"trust--,grief+",talk,talk,"Two minions in the nuclear guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,ocean,"trust--,grief+",talk,talk,"Two minions in the ocean guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,optics,"trust--,grief+",talk,talk,"Two minions in the optics guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,pharmacology,"trust--,grief+",talk,talk,"Two minions in the pharmacology guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,photovoltaics,"trust--,grief+",talk,talk,"Two minions in the photovoltaics guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,physics,"trust--,grief+",talk,talk,"Two minions in the physics guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,plasma,"trust--,grief+",talk,talk,"Two minions in the plasma guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,polymer,"trust--,grief+",talk,talk,"Two minions in the polymer guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,qcomputing,"trust--,grief+",talk,talk,"Two minions in the qcomputing guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,quantum,"trust--,grief+",talk,talk,"Two minions in the quantum guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,rf,"trust--,grief+",talk,talk,"Two minions in the rf guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,robotics,"trust--,grief+",talk,talk,"Two minions in the robotics guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,seismology,"trust--,grief+",talk,talk,"Two minions in the seismology guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,semiconductor,"trust--,grief+",talk,talk,"Two minions in the semiconductor guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,signal,"trust--,grief+",talk,talk,"Two minions in the signal guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,spectroscopy,"trust--,grief+",talk,talk,"Two minions in the spectroscopy guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,statmech,"trust--,grief+",talk,talk,"Two minions in the statmech guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,structural,"trust--,grief+",talk,talk,"Two minions in the structural guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,tribology,"trust--,grief+",talk,talk,"Two minions in the tribology guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,bored,veterinary,"trust--,grief+",talk,talk,"Two minions in the veterinary guild: A ({name_a}, bored) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,acoustics,"trust--,grief+",talk,talk,"Two minions in the acoustics guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,aerodynamics,"trust--,grief+",talk,talk,"Two minions in the aerodynamics guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,agronomy,"trust--,grief+",talk,talk,"Two minions in the agronomy guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,astronomy,"trust--,grief+",talk,talk,"Two minions in the astronomy guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,atmoschem,"trust--,grief+",talk,talk,"Two minions in the atmoschem guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,biology,"trust--,grief+",talk,talk,"Two minions in the biology guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,biomechanics,"trust--,grief+",talk,talk,"Two minions in the biomechanics guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,chemistry,"trust--,grief+",talk,talk,"Two minions in the chemistry guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,combustion,"trust--,grief+",talk,talk,"Two minions in the combustion guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,control,"trust--,grief+",talk,talk,"Two minions in the control guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,crypto,"trust--,grief+",talk,talk,"Two minions in the crypto guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,crystallography,"trust--,grief+",talk,talk,"Two minions in the crystallography guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,cs_ai,"trust--,grief+",talk,talk,"Two minions in the cs_ai guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,earth,"trust--,grief+",talk,talk,"Two minions in the earth guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,ecology,"trust--,grief+",talk,talk,"Two minions in the ecology guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,economics,"trust--,grief+",talk,talk,"Two minions in the economics guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,electrochem,"trust--,grief+",talk,talk,"Two minions in the electrochem guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,electronics,"trust--,grief+",talk,talk,"Two minions in the electronics guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,engineering,"trust--,grief+",talk,talk,"Two minions in the engineering guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,epidemiology,"trust--,grief+",talk,talk,"Two minions in the epidemiology guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,fluids,"trust--,grief+",talk,talk,"Two minions in the fluids guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,foodscience,"trust--,grief+",talk,talk,"Two minions in the foodscience guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,forestry,"trust--,grief+",talk,talk,"Two minions in the forestry guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,geodesy,"trust--,grief+",talk,talk,"Two minions in the geodesy guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,geology,"trust--,grief+",talk,talk,"Two minions in the geology guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,geotechnical,"trust--,grief+",talk,talk,"Two minions in the geotechnical guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,heattransfer,"trust--,grief+",talk,talk,"Two minions in the heattransfer guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,hydrogeology,"trust--,grief+",talk,talk,"Two minions in the hydrogeology guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,hydrology,"trust--,grief+",talk,talk,"Two minions in the hydrology guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,immunology,"trust--,grief+",talk,talk,"Two minions in the immunology guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,linguistics,"trust--,grief+",talk,talk,"Two minions in the linguistics guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,materials,"trust--,grief+",talk,talk,"Two minions in the materials guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,math,"trust--,grief+",talk,talk,"Two minions in the math guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,medicine,"trust--,grief+",talk,talk,"Two minions in the medicine guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,metallurgy,"trust--,grief+",talk,talk,"Two minions in the metallurgy guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,neuro,"trust--,grief+",talk,talk,"Two minions in the neuro guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,nuclear,"trust--,grief+",talk,talk,"Two minions in the nuclear guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,ocean,"trust--,grief+",talk,talk,"Two minions in the ocean guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,optics,"trust--,grief+",talk,talk,"Two minions in the optics guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,pharmacology,"trust--,grief+",talk,talk,"Two minions in the pharmacology guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,photovoltaics,"trust--,grief+",talk,talk,"Two minions in the photovoltaics guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,physics,"trust--,grief+",talk,talk,"Two minions in the physics guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,plasma,"trust--,grief+",talk,talk,"Two minions in the plasma guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,polymer,"trust--,grief+",talk,talk,"Two minions in the polymer guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,qcomputing,"trust--,grief+",talk,talk,"Two minions in the qcomputing guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,quantum,"trust--,grief+",talk,talk,"Two minions in the quantum guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,rf,"trust--,grief+",talk,talk,"Two minions in the rf guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,robotics,"trust--,grief+",talk,talk,"Two minions in the robotics guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,seismology,"trust--,grief+",talk,talk,"Two minions in the seismology guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,semiconductor,"trust--,grief+",talk,talk,"Two minions in the semiconductor guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,signal,"trust--,grief+",talk,talk,"Two minions in the signal guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,spectroscopy,"trust--,grief+",talk,talk,"Two minions in the spectroscopy guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,statmech,"trust--,grief+",talk,talk,"Two minions in the statmech guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,structural,"trust--,grief+",talk,talk,"Two minions in the structural guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,tribology,"trust--,grief+",talk,talk,"Two minions in the tribology guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,anxious,veterinary,"trust--,grief+",talk,talk,"Two minions in the veterinary guild: A ({name_a}, anxious) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,acoustics,"trust--,grief+",talk,talk,"Two minions in the acoustics guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,aerodynamics,"trust--,grief+",talk,talk,"Two minions in the aerodynamics guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,agronomy,"trust--,grief+",talk,talk,"Two minions in the agronomy guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,astronomy,"trust--,grief+",talk,talk,"Two minions in the astronomy guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,atmoschem,"trust--,grief+",talk,talk,"Two minions in the atmoschem guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,biology,"trust--,grief+",talk,talk,"Two minions in the biology guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,biomechanics,"trust--,grief+",talk,talk,"Two minions in the biomechanics guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,chemistry,"trust--,grief+",talk,talk,"Two minions in the chemistry guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,combustion,"trust--,grief+",talk,talk,"Two minions in the combustion guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,control,"trust--,grief+",talk,talk,"Two minions in the control guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,crypto,"trust--,grief+",talk,talk,"Two minions in the crypto guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,crystallography,"trust--,grief+",talk,talk,"Two minions in the crystallography guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,cs_ai,"trust--,grief+",talk,talk,"Two minions in the cs_ai guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,earth,"trust--,grief+",talk,talk,"Two minions in the earth guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,ecology,"trust--,grief+",talk,talk,"Two minions in the ecology guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,economics,"trust--,grief+",talk,talk,"Two minions in the economics guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,electrochem,"trust--,grief+",talk,talk,"Two minions in the electrochem guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,electronics,"trust--,grief+",talk,talk,"Two minions in the electronics guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,engineering,"trust--,grief+",talk,talk,"Two minions in the engineering guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,epidemiology,"trust--,grief+",talk,talk,"Two minions in the epidemiology guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
