source_id,source_name,official_url,licence,terms_url,robots_url,allowed_methods,disallowed_methods,commercial_use_allowed,redistribution_allowed,OCR_allowed,scraping_allowed,API_allowed,rate_limits,approval_status,reviewer,review_date,expiry_date
SRC001,NOAA NDBC,https://www.ndbc.noaa.gov/,review_required,review_required,review_required_if_web,HTTP text/CSV-like files,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC099,ACLED,https://acleddata.com/data-export-tool/,review_required,review_required,review_required_if_web,API/download,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC100,IATI Datastore,https://iatistandard.org/en/iati-tools-and-resources/datastore/,review_required,review_required,review_required_if_web,API/download,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC101,WHO ICD API,https://icd.who.int/icdapi,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC102,LOINC,https://loinc.org/kb/users-guide/loinc-database-structure/,review_required,review_required,review_required_if_web,Downloads/API depending terms,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC103,Open Charge Map API,https://openchargemap.org/site/develop/api,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC104,ENTSO-E Transparency Platform API,https://transparency.entsoe.eu/content/static_content/Static%20content/web%20api/Guide.html,review_required,review_required,review_required_if_web,REST/XML,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC105,EIA API,https://www.eia.gov/opendata/,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC106,AEMO NEMWeb,https://nemweb.com.au/,review_required,review_required,review_required_if_web,Files/CSV/XML,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC107,Open Food Facts API,https://openfoodfacts.github.io/openfoodfacts-server/api/,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC108,GS1 standards,https://www.gs1.org/standards,review_required,review_required,review_required_if_web,Standards/docs,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC109,GHS hazard communication,https://unece.org/transport/dangerous-goods/ghs-rev10-2023,review_required,review_required,review_required_if_web,Documents,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC110,PubChem PUG REST,https://pubchem.ncbi.nlm.nih.gov/docs/pug-rest,review_required,review_required,review_required_if_web,REST/JSON/XML,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC111,OpenSanctions,https://www.opensanctions.org/docs/api/,review_required,review_required,review_required_if_web,API/bulk downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC112,GDELT 2.1,https://www.gdeltproject.org/data.html,review_required,review_required,review_required_if_web,Downloads/BigQuery,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC113,MediaCloud API,https://mediacloud.org/support/api,review_required,review_required,review_required_if_web,API,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC114,Common Crawl,https://commoncrawl.org/get-started,review_required,review_required,review_required_if_web,WARC/S3 indexes,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC115,Internet Archive APIs,https://archive.org/developers/,review_required,review_required,review_required_if_web,REST/files,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC116,OpenStreetMap Nominatim,https://nominatim.org/release-docs/latest/api/Overview/,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC117,Pelias Geocoder,https://github.com/pelias/documentation,review_required,review_required,review_required_if_web,API/software,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC118,US Census API,https://www.census.gov/data/developers/data-sets.html,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC119,Eurocontrol B2B services,https://www.eurocontrol.int/service/b2b-web-services,review_required,review_required,review_required_if_web,SOAP/API,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC120,ICAO API/data services,https://www.icao.int/safety/Pages/API-Data-Service.aspx,review_required,review_required,review_required_if_web,API,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC121,NOAA National Hurricane Center,https://www.nhc.noaa.gov/gis/,review_required,review_required,review_required_if_web,GIS/KML/shapefile/text,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC122,Joint Typhoon Warning Center,https://www.metoc.navy.mil/jtwc/jtwc.html,review_required,review_required,review_required_if_web,Web/text,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC123,Pacific Tsunami Warning Center,https://www.tsunami.gov/,review_required,review_required,review_required_if_web,Web/RSS/text,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC124,NOAA Tsunami Warning Center products,https://www.tsunami.gov/products/,review_required,review_required,review_required_if_web,Text/RSS/web,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC125,USGS Volcano Hazards Program,https://www.usgs.gov/programs/VHP,review_required,review_required,review_required_if_web,Web/API where available,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC126,Smithsonian Global Volcanism Program,https://volcano.si.edu/,review_required,review_required,review_required_if_web,Web/downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC127,NASA FIRMS,https://firms.modaps.eosdis.nasa.gov/,review_required,review_required,review_required_if_web,API/CSV/GeoJSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC128,Copernicus Emergency Management Service,https://emergency.copernicus.eu/,review_required,review_required,review_required_if_web,Portal/API/download,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC129,Global Flood Awareness System,https://www.globalfloods.eu/,review_required,review_required,review_required_if_web,Portal/API depending access,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC130,NASA POWER API,https://power.larc.nasa.gov/docs/services/api/,review_required,review_required,review_required_if_web,REST/JSON/CSV,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC131,Minor Planet Center,https://minorplanetcenter.net/,review_required,review_required,review_required_if_web,Downloads/API-like services,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC132,JPL Small-Body Database API,https://ssd-api.jpl.nasa.gov/doc/sbdb.html,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC133,JPL Horizons API,https://ssd-api.jpl.nasa.gov/doc/horizons.html,review_required,review_required,review_required_if_web,REST/text/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC134,NASA Exoplanet Archive,https://exoplanetarchive.ipac.caltech.edu/docs/program_interfaces.html,review_required,review_required,review_required_if_web,API/table downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC135,HEASARC Browse,https://heasarc.gsfc.nasa.gov/docs/archive.html,review_required,review_required,review_required_if_web,API/downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC136,Gamma-ray Coordinates Network,https://gcn.nasa.gov/,review_required,review_required,review_required_if_web,Notices/API/email/archive,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC137,International Astronomical Union Minor Planet Center,https://www.minorplanetcenter.net/iau/mpc.html,review_required,review_required,review_required_if_web,Downloads/web,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC138,Space-Track.org,https://www.space-track.org/documentation,review_required,review_required,review_required_if_web,REST/API,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC139,CelesTrak,https://celestrak.org/,review_required,review_required,review_required_if_web,Files/API,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC140,International Telecommunication Union spectrum data,https://www.itu.int/itu-r/space/snl/,review_required,review_required,review_required_if_web,Portal/downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC141,EPA AirNow API,https://docs.airnowapi.org/,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC142,EPA AQS API,https://aqs.epa.gov/aqsweb/documents/data_api.html,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC143,European Environment Agency Air Quality,https://www.eea.europa.eu/en/datahub,review_required,review_required,review_required_if_web,API/download,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC144,RadNet EPA,https://www.epa.gov/radnet,review_required,review_required,review_required_if_web,Web/download/API where available,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC145,EURDEP radiation monitoring,https://remap.jrc.ec.europa.eu/Advanced.aspx,review_required,review_required,review_required_if_web,Map/API/download depending access,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC146,IAEA International Radiation Monitoring Information System,https://www.iaea.org/topics/radiation-monitoring,review_required,review_required,review_required_if_web,Portal/reports,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC147,Argo Floats,https://argo.ucsd.edu/data/,review_required,review_required,review_required_if_web,NetCDF/API/downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC148,GOOS Ocean Observing System,https://www.goosocean.org/,review_required,review_required,review_required_if_web,Portal/downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC149,IOC Sea Level Station Monitoring Facility,https://www.ioc-sealevelmonitoring.org/,review_required,review_required,review_required_if_web,Web/API-like access,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC150,Copernicus Marine Service,https://marine.copernicus.eu/,review_required,review_required,review_required_if_web,API/download,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC151,Data.gov CKAN,https://catalog.data.gov/api/3/action/package_search,review_required,review_required,review_required_if_web,CKAN Action API,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC152,Data.gov.au CKAN,https://data.gov.au/data/api/3/action/package_search,review_required,review_required,review_required_if_web,CKAN Action API,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC153,Open Canada CKAN,https://open.canada.ca/data/api/action/package_search,review_required,review_required,review_required_if_web,CKAN Action API,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC154,data.gov.uk CKAN,https://www.data.gov.uk/api/3/action/package_search,review_required,review_required,review_required_if_web,CKAN Action API,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC155,Humanitarian Data Exchange CKAN,https://data.humdata.org/api/3/action/package_search,review_required,review_required,review_required_if_web,CKAN Action API,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC156,WHO Data portal,https://data.who.int/,review_required,review_required,review_required_if_web,Portal/API depending dataset,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC157,FAOSTAT API,https://fenixservices.fao.org/faostat/api/v1/,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC158,UN Comtrade API,https://comtradeapi.un.org/,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC159,ILO Data API,https://ilostat.ilo.org/resources/concepts-and-definitions/api/,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC160,UNHCR Operational Data Portal,https://data.unhcr.org/,review_required,review_required,review_required_if_web,API/download/portal,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC161,SEC Company Facts,https://www.sec.gov/edgar/sec-api-documentation,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC162,Open Ownership Register,https://register.openownership.org/,review_required,review_required,review_required_if_web,API/download,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC163,USASpending API,https://api.usaspending.gov/,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC164,EU Tenders Electronic Daily,https://ted.europa.eu/en/,review_required,review_required,review_required_if_web,API/download/portal,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC165,World Bank Projects API,https://search.worldbank.org/api/v2/projects,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC166,IATI Registry,https://iatiregistry.org/,review_required,review_required,review_required_if_web,CKAN/API/download,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC167,OpenOwnership BODS standard,https://standard.openownership.org/,review_required,review_required,review_required_if_web,Spec/JSON schema,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC168,OpenCorporates bulk/products,https://opencorporates.com/info/our-data/,review_required,review_required,review_required_if_web,API/bulk/licensed,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC169,GLEIF Golden Copy files,https://www.gleif.org/en/lei-data/gleif-golden-copy/download-the-golden-copy#/,review_required,review_required,review_required_if_web,CSV/XML downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC170,GLEIF Level 2 relationship files,https://www.gleif.org/en/lei-data/gleif-golden-copy/download-the-golden-copy#/,review_required,review_required,review_required_if_web,CSV/XML downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC171,UN/LOCODE,https://unece.org/trade/cefact/unlocode-code-list-country-and-territory,review_required,review_required,review_required_if_web,Downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC172,World Port Index,https://msi.nga.mil/Publications/WPI,review_required,review_required,review_required_if_web,Downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC173,Global Shipping Routes public datasets,https://datacatalog.worldbank.org/search/dataset/0037580,review_required,review_required,review_required_if_web,Downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC174,ICAO airport data services,https://www.icao.int/safety/Pages/API-Data-Service.aspx,review_required,review_required,review_required_if_web,API/portal,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC175,OurAirports data,https://ourairports.com/data/,review_required,review_required,review_required_if_web,CSV downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC176,IATA open data references,https://www.iata.org/en/publications/directories/code-search/,review_required,review_required,review_required_if_web,Web/portal,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC177,OpenFlights data,https://openflights.org/data.php,review_required,review_required,review_required_if_web,Downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC178,OSM Transport features,https://wiki.openstreetmap.org/wiki/Key:highway,review_required,review_required,review_required_if_web,OSM/Overpass,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC179,Transitland API,https://www.transit.land/documentation/rest-api/,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC180,MobilityData GTFS catalog,https://database.mobilitydata.org/,review_required,review_required,review_required_if_web,Portal/API,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC181,Shodan API,https://developer.shodan.io/api,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC182,Censys Search API,https://search.censys.io/api,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC183,VirusTotal API,https://docs.virustotal.com/reference/overview,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC184,AbuseIPDB API,https://docs.abuseipdb.com/,review_required,review_required,review_required_if_web,REST/JSON,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC185,Spamhaus DROP/EDROP,https://www.spamhaus.org/drop/,review_required,review_required,review_required_if_web,Text downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC186,Team Cymru Bogon Reference,https://www.team-cymru.org/bogon-reference,review_required,review_required,review_required_if_web,Text/Rsync/DNS,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC187,IANA registries,https://www.iana.org/protocols,review_required,review_required,review_required_if_web,Downloads/web,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC188,FCC Universal Licensing System,https://www.fcc.gov/wireless/universal-licensing-system,review_required,review_required,review_required_if_web,Downloads/API-like,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC189,FCC CORES/API data,https://www.fcc.gov/developers,review_required,review_required,review_required_if_web,APIs/downloads,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC190,Ofcom spectrum data,https://www.ofcom.org.uk/spectrum/information/spectrum-information-system-sis/,review_required,review_required,review_required_if_web,Portal/download,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC191,Internet Archive Metadata API,https://archive.org/developers/metadata.html,review_required,review_required,review_required_if_web,REST/JSON/files,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC192,HathiTrust Bibliographic API,https://www.hathitrust.org/member-libraries/resources-for-librarians/data-apis/,review_required,review_required,review_required_if_web,API/download,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC193,Project Gutenberg,https://www.gutenberg.org/policy/robot_access.html,review_required,review_required,review_required_if_web,Files/RDF/catalogue,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC194,EU Publications Office CELLAR/SPARQL,https://op.europa.eu/en/web/developer-corner,review_required,review_required,review_required_if_web,SPARQL/API/download,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC195,GovInfo API,https://api.govinfo.gov/docs/,review_required,review_required,review_required_if_web,REST/JSON/files,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC196,World Bank Documents and Reports API,https://search.worldbank.org/api/v2/wds,review_required,review_required,review_required_if_web,REST/JSON/files,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
SRC197,UN Digital Library,https://digitallibrary.un.org/,review_required,review_required,review_required_if_web,Portal/API/OAI-PMH,credential bypass; private camera scan; private comms intercept; terms-prohibited scraping,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,unknown_until_review,review_required,pending,,,
