source_id,source_name,url,description,access_method,auth,domain_use
SRC204,BIG-bench,https://github.com/google/BIG-bench,Collaborative benchmark for language models,GitHub/data,Open licence,LLM eval benchmark
SRC205,HELM,https://crfm.stanford.edu/helm/latest/,Holistic evaluation of language models,Reports/data/code,Open/terms,LLM eval benchmark
SRC206,OpenML,https://www.openml.org/apis,Machine learning datasets and tasks,REST/API/downloads,Account optional,ML benchmarks
SRC207,UCI Machine Learning Repository,https://archive.ics.uci.edu/,ML datasets and benchmarks,Downloads/API,No key,ML benchmarks
SRC208,Kaggle Datasets API,https://www.kaggle.com/docs/api,Dataset discovery/download via Kaggle API,CLI/API,Account/API token,Benchmark/data discovery
SRC209,LDC Catalog,https://catalog.ldc.upenn.edu/,Language datasets catalogue,Catalogue/licensed,Licence,Language data catalogue
SRC210,MIMIC-IV,https://physionet.org/content/mimiciv/,Critical care database under credentialed access,Data files/API,Credentialed access/training,Health benchmark
SRC211,NIST AI RMF,https://www.nist.gov/itl/ai-risk-management-framework,AI risk management framework and generative AI profile,Docs/PDF,No key,AI governance benchmark
SRC212,NIST CSF 2.0,https://www.nist.gov/cyberframework,Cybersecurity framework,Docs/PDF,No key,Cyber governance benchmark
SRC213,NIST NVD Data Feeds,https://nvd.nist.gov/vuln/data-feeds,NVD data feeds and CVE JSON feeds,Downloads/API,No key/key recommended,Cyber benchmark/source
SRC214,ISO 8000 Data Quality overview,https://www.iso.org/standard/81745.html,Data quality principles and series overview,Standard overview,Purchase full standard,Data quality governance
SRC215,ISO/IEC 42001 AI Management System,https://www.iso.org/standard/42001,AI management system requirements overview,Standard overview,Purchase full standard,AI governance
SRC216,ISO/IEC 27001 Information Security,https://www.iso.org/isoiec-27001-information-security.html,Information security management standard overview,Standard overview,Purchase full standard,Security governance
SRC217,DAMA DMBOK reference,https://www.dama.org/cpages/body-of-knowledge,Data management body of knowledge reference,Book/reference,Purchase/terms,Data governance
SRC218,OpenLineage specification,https://openlineage.io/docs/,Open standard for data lineage events,Spec/API,No key,Lineage implementation
SRC219,OpenTelemetry specification,https://opentelemetry.io/docs/specs/,Observability telemetry specs,Spec,No key,Observability
SRC220,W3C PROV-O,https://www.w3.org/TR/prov-o/,Provenance ontology,W3C spec,No key,Provenance model
SRC221,Apache Iceberg Docs,https://iceberg.apache.org/docs/latest/,Table format and time-travel data lakehouse docs,Docs/spec,No key,Lakehouse implementation
SRC222,Apache Kafka Docs,https://kafka.apache.org/documentation/,Event streaming platform docs,Docs/spec,No key,Event backbone
SRC223,CloudEvents Spec,https://cloudevents.io/,Standard event metadata format,Spec,No key,Event envelope benchmark
SRC224,STAC Specification,https://stacspec.org/en,SpatioTemporal Asset Catalog spec,Spec/JSON,No key,EO/geospatial cataloguing
SRC225,OGC API standards,https://ogcapi.ogc.org/,Open geospatial API standards,Spec,No key,Geospatial API design
SRC226,OpenAPI Initiative,https://www.openapis.org/,OpenAPI governance and spec resources,Spec/docs,No key,API documentation
SRC227,AsyncAPI Initiative,https://www.asyncapi.com/,Async/event API specs,Spec/docs,No key,Event API docs
SRC228,JSON Schema,https://json-schema.org/,JSON schema validation standard,Spec/docs,No key,Schema validation
SRC229,Apache Parquet,https://parquet.apache.org/docs/,Columnar storage format docs,Docs/spec,No key,Analytical storage
SRC230,Apache Arrow,https://arrow.apache.org/docs/,Columnar in-memory data format docs,Docs/spec,No key,High-performance data interchange
SRC231,ABS Data API,https://www.abs.gov.au/about/data-services/application-programming-interfaces-apis,Australian Bureau of Statistics APIs,REST/API,No key/terms,Australian stats
SRC232,ONS API,https://developer.ons.gov.uk/,UK Office for National Statistics API,REST/JSON,No key,UK stats
SRC233,Statistics Canada Web Data Service,https://www.statcan.gc.ca/en/developers/wds,Canadian statistical data API,REST/JSON,No key,Canada stats
SRC234,Singapore data.gov.sg API,https://guide.data.gov.sg/developer-guide/api-overview,Singapore open data APIs,REST/JSON,No key/key depending,Singapore data
SRC235,NSW Data API,https://data.nsw.gov.au/data/dataset,NSW open data portal,CKAN/API,No key/terms,NSW open data
SRC236,Queensland Open Data API,https://www.data.qld.gov.au/,Queensland open data portal,CKAN/API,No key/terms,Queensland open data
SRC237,Victoria Data Directory API,https://discover.data.vic.gov.au/,Victoria open data portal,CKAN/API,No key/terms,Victoria open data
SRC238,City of Sydney Open Data,https://data.cityofsydney.nsw.gov.au/,City of Sydney Socrata/open data portal,Socrata/API,No key/token optional,City open data
SRC239,Transport for NSW Open Data,https://opendata.transport.nsw.gov.au/,"Transport NSW data, GTFS and APIs",API/GTFS/files,API key/account depending,Transport NSW
SRC240,Austroads Open Data reference,https://austroads.com.au/publications,Road/transport research and publications,Documents/downloads,Terms,Transport benchmarks
SRC241,Australian Water Data Online,http://www.bom.gov.au/waterdata/,Australian water observations,API/files,Terms,Water gauges
SRC242,BOM Climate Data Online,http://www.bom.gov.au/climate/data/,Australian climate observations,Web/download,Terms,Climate observations
SRC243,Geoscience Australia Data and Publications,https://www.ga.gov.au/data-pubs,Geoscience datasets and publications,Portal/download/API,Terms,Geoscience/geospatial
SRC244,Australian Radiation Protection ARPANSA data,https://www.arpansa.gov.au/,Radiation monitoring and reports,Web/downloads,Terms,Radiation Australia
SRC245,NSW SEED Environmental Data Portal,https://datasets.seed.nsw.gov.au/,NSW environmental datasets,CKAN/API/download,No key/terms,Environment NSW
SRC246,US EPA Envirofacts API,https://www.epa.gov/enviro/envirofacts-data-service-api,US EPA environmental databases,REST/JSON/XML,No key,Environmental compliance
SRC247,E-PRTR / Industrial Emissions Portal,https://industry.eea.europa.eu/,European industrial emissions data,Portal/download/API,No key/terms,Emissions/compliance
SRC248,Global Forest Watch API,https://www.globalforestwatch.org/help/developers/,"Forest change, fires and environmental data APIs",REST/JSON,API key depending,Forests
SRC249,World Resources Institute Resource Watch API,https://resourcewatch.org/developers,Environmental and resource datasets,REST/JSON,API key/account,Environment/resources
SRC250,UNEP WCMC Data,https://www.unep-wcmc.org/en/data,Biodiversity and conservation datasets,Portal/download,Terms,Biodiversity/conservation
SRC251,National Archives Catalog API,https://www.archives.gov/developer,US National Archives catalog and digital objects,API/JSON,No key,Public records/OCR
SRC252,Trove API,https://trove.nla.gov.au/about/create-something/using-api,Australian library/archive data,REST/JSON,API key,Archives/OCR
SRC253,Europeana API,https://pro.europeana.eu/page/apis,European cultural heritage APIs,REST/JSON,API key,Cultural documents
SRC254,Open Archives Initiative OAI-PMH,https://www.openarchives.org/pmh/,Metadata harvesting protocol used by many repositories,XML/OAI-PMH,No key/terms,Repository harvesting
SRC255,DOAJ API,https://doaj.org/api/,Directory of Open Access Journals metadata,REST/JSON,No key,Open access journals
SRC256,CORE API,https://core.ac.uk/services/api,Open access research aggregation,REST/JSON,API key,Research documents
SRC257,Semantic Scholar API,https://api.semanticscholar.org/api-docs/,"Paper metadata, citations and recommendations",REST/JSON,API key recommended,Scientific knowledge
SRC258,OpenAIRE Graph,https://graph.openaire.eu/develop/,European research graph and APIs,API/download,Terms,Research graph
SRC259,Dimensions API,https://docs.dimensions.ai/dsl/,Research analytics API,DSL/API,Subscription/terms,Research analytics
SRC260,Lens.org scholarly/patent APIs,https://www.lens.org/lens/user/subscriptions,Scholarly and patent data APIs,API,Subscription/free tiers,Patents/research
SRC261,NOAA Climate Data Online API,https://www.ncdc.noaa.gov/cdo-web/webservices/v2,NOAA historical weather and climate data API,REST/JSON,Token required,Climate/weather archive
SRC262,NOAA Big Data Program Registry,https://registry.opendata.aws/noaa/,NOAA datasets on cloud object storage,S3/object storage/catalogue,No key for public buckets,Weather/ocean/satellite archive
SRC263,AWS Open Data Registry,https://registry.opendata.aws/,Registry of public datasets hosted on AWS,Catalogue/S3,No key for public buckets,Open dataset discovery
SRC264,Google Cloud Public Datasets,https://cloud.google.com/public-datasets,Google Cloud public datasets catalogue,BigQuery/cloud catalogue,Account/terms,Open dataset discovery
SRC265,Azure Open Datasets,https://learn.microsoft.com/en-us/azure/open-datasets/,Curated public datasets for analytics and ML,Cloud catalogue/API,Account/terms,Open dataset discovery
SRC266,EarthExplorer USGS,https://earthexplorer.usgs.gov/,USGS satellite/remote sensing data discovery and download,Portal/API/download,Account for downloads,Earth observation
SRC267,Landsat Collection 2,https://www.usgs.gov/landsat-missions/landsat-collection-2,Landsat satellite imagery products,Downloads/cloud/API,No key/account depending,Earth observation
SRC268,Sentinel Hub APIs,https://docs.sentinel-hub.com/api/latest/,APIs for Sentinel/Copernicus imagery processing,REST/API,Account/terms,Earth observation processing
SRC269,OpenTopography API,https://portal.opentopography.org/apidocs/,Topography and lidar data APIs,REST/JSON/files,API key may be required,Terrain/LiDAR
SRC270,HydroSHEDS,https://www.hydrosheds.org/,Hydrological and river network datasets,Downloads,No key/terms,Hydrology
SRC271,GRDC River Discharge Data Portal,https://www.bafg.de/GRDC/EN/02_srvcs/21_tmsrs/riverdischarge_node.html,Global river discharge data,Portal/downloads,Registration/terms,Hydrology
SRC272,Global Runoff Data Centre,https://www.bafg.de/GRDC/EN/Home/homepage_node.html,Global hydrological dataset portal,Portal/downloads,Registration/terms,Water/rivers
SRC273,FAO AQUASTAT,https://www.fao.org/aquastat/en/databases/,Water and agriculture statistics,Downloads/API where available,No key,Water/agriculture
SRC274,Global Health Observatory OData,https://www.who.int/data/gho/info/gho-odata-api,WHO health indicator OData API,OData/JSON,No key,Health indicators
SRC275,OECD SDMX API,https://data-explorer.oecd.org/,OECD SDMX/statistical API,SDMX/JSON,No key/terms,Statistics/economy
SRC276,SDMX Registry/resources,https://sdmx.org/,Statistical Data and Metadata eXchange standards and resources,Standard/API depending registry,No key,Statistical metadata
SRC277,BIS Statistics API,https://www.bis.org/statistics/api.htm,Bank for International Settlements statistics API,REST/CSV/JSON,No key,Finance/macro
SRC278,ECB Statistical Data Warehouse API,https://data.ecb.europa.eu/help/api/overview,European Central Bank data API,REST/SDMX/JSON,No key,Finance/macro
SRC279,Bank of England IADB,https://www.bankofengland.co.uk/boeapps/database/,Bank of England statistical database,CSV/API-like downloads,No key,Finance/macro
SRC280,Reserve Bank of Australia Statistical Tables,https://www.rba.gov.au/statistics/tables/,Australian finance/economic statistical tables,CSV/XLS downloads,No key,Finance/macro
SRC281,OpenStreetMap Planet Files,https://planet.openstreetmap.org/,Global OSM data extracts,PBF/XML files,No key/terms,Geospatial/infrastructure
SRC282,Geofabrik OSM extracts,https://download.geofabrik.de/,Regional OSM extracts,PBF/shapefiles,No key/terms,Geospatial/infrastructure
SRC283,OSMCha API,https://osmcha.org/api-docs/,OpenStreetMap changeset analysis API,REST/JSON,Token/terms,Map data quality
SRC284,OpenAddresses,https://openaddresses.io/,Open address datasets globally,Downloads,No key,Addresses
SRC285,GeoNames,https://www.geonames.org/export/,Geographical database and web services,Downloads/REST,Username/free limits,Places/geocoding
SRC286,WhoisXML API docs,https://whois.whoisxmlapi.com/documentation/making-requests,Domain/WHOIS data API,REST/JSON,API key/commercial,Domain registry intelligence
SRC287,RDAP IANA Bootstrap,https://data.iana.org/rdap/,RDAP bootstrap files for domain/IP registry lookup,JSON downloads,No key,Internet registries
SRC288,APNIC Whois/Stats,https://www.apnic.net/about-apnic/corporate-documents/documents/resource-guidelines/rir-statistics-exchange-format/,RIR allocation/statistics data,Text downloads/API,No key,IP/ASN registries
SRC289,ARIN Whois-RWS,https://www.arin.net/resources/registry/whois/rws/api/,ARIN registry API,REST/XML/JSON,No key/terms,IP/ASN registry
SRC290,LACNIC RDAP,https://rdap.lacnic.net/rdap/,LACNIC RDAP service,REST/JSON,No key/terms,IP/ASN registry
SRC291,AfriNIC RDAP,https://rdap.afrinic.net/rdap/,AfriNIC RDAP service,REST/JSON,No key/terms,IP/ASN registry
SRC292,APNIC RDAP,https://rdap.apnic.net/,APNIC RDAP service,REST/JSON,No key/terms,IP/ASN registry
SRC293,RIPE RDAP,https://rdap.db.ripe.net/,RIPE RDAP service,REST/JSON,No key/terms,IP/ASN registry
SRC294,OpenIntel,https://openintel.nl/,Large-scale active DNS measurement project,Downloads/API depending access,Terms/request,DNS measurements
SRC295,CAIDA Datasets,https://www.caida.org/catalog/datasets/,Internet measurement datasets,Downloads/API,Terms/request,Internet measurement
SRC296,PeeringDB API,https://docs.peeringdb.com/api_specs/,"IXP, network, facility and peering database",REST/JSON,API key optional/terms,Internet infrastructure
SRC297,MANRS Observatory,https://observatory.manrs.org/,Routing security and MANRS conformance observatory,Web/data where available,Terms,Routing security
SRC298,RPKI RIPE Validator/Routinator data refs,https://rpki.readthedocs.io/,RPKI validation resources and repositories,RRDP/rsync/software,No key,Routing security
SRC299,OpenStreetMap Taginfo API,https://taginfo.openstreetmap.org/taginfo/apidoc,OSM tag usage/statistics API,REST/JSON,No key/fair use,OSM metadata
SRC300,WorldPop Data,https://www.worldpop.org/,Global population datasets,Downloads/API,No key/terms,Population/demographics
SRC301,HDX HAPI,https://hdx-hapi.readthedocs.io/,Humanitarian API for common operational datasets,REST/JSON,No key/terms,Humanitarian data
SRC302,UN OCHA CODs,https://data.humdata.org/organization/ocha-cods,Common Operational Datasets,CKAN/download,No key,Humanitarian geodata
SRC303,IOM DTM,https://dtm.iom.int/,Displacement Tracking Matrix datasets/reports,Portal/downloads,Terms,Migration/displacement
SRC304,FEWS NET Data Portal,https://fews.net/data,Famine Early Warning Systems Network data,Downloads/API depending product,No key/terms,Food security
SRC305,IPC Acute Food Insecurity,https://www.ipcinfo.org/,Integrated Food Security Phase Classification data,Downloads/portal,Terms,Food security
SRC306,Global Terrorism Database,https://www.start.umd.edu/gtd/,Terrorism incidents database,Downloads,Registration/terms,Security/conflict
SRC307,UCDP API,https://ucdp.uu.se/apidocs/,Uppsala Conflict Data Program API,REST/JSON,No key/terms,Conflict events
SRC308,NOAA Storm Events Database,https://www.ncdc.noaa.gov/stormevents/,US storm events database,Web/download/API-like,No key,Storm history
SRC309,FEMA OpenFEMA API,https://www.fema.gov/about/openfema/api,"FEMA disaster, assistance and declarations datasets",REST/JSON,No key,Disaster/emergency
SRC310,National Interagency Fire Center data,https://data-nifc.opendata.arcgis.com/,US wildfire geospatial/open data,ArcGIS REST/download,No key,Wildfire
SRC311,ArcGIS Hub/Open Data APIs,https://developers.arcgis.com/rest/,ArcGIS REST service pattern used by many public GIS portals,REST/JSON/GeoJSON,No key/token depending portal,Geospatial portals
SRC312,OpenRouteService API,https://openrouteservice.org/dev/#/api-docs,"Routing, isochrones and geocoding APIs",REST/JSON,API key/free tier,Routing/mobility
SRC313,OSRM Project,https://project-osrm.org/docs/v5.24.0/api/,Open Source Routing Machine API,REST/JSON self-host/public instances,Self-host preferred,Routing/mobility
SRC314,Valhalla Routing API,https://valhalla.github.io/valhalla/api/turn-by-turn/api-reference/,Open-source routing engine API,REST/JSON self-host,Self-host,Routing/mobility
SRC315,OpenTripPlanner API,https://docs.opentripplanner.org/en/dev-2.x/Apis/,Transit/multimodal routing engine APIs,REST/GraphQL self-host,Self-host,Transit routing
SRC316,Open Charge Map POI API,https://openchargemap.org/site/develop/api,EV charging location API,REST/JSON,API key,EV infrastructure
SRC317,WorldPop FTP/API references,https://hub.worldpop.org/,Population raster data hub,Downloads,No key/terms,Population rasters
SRC318,Copernicus Climate Data Store API,https://cds.climate.copernicus.eu/how-to-api,Climate Data Store API,API/NetCDF/GRIB,Account/key,Climate data
SRC319,Copernicus Atmosphere Data Store,https://ads.atmosphere.copernicus.eu/,Atmospheric composition and air-quality data,API/download,Account/key,Atmosphere/air quality
SRC320,Copernicus Emergency Data Store,https://emergency.copernicus.eu/mapping/list-of-components/EMSR,Emergency mapping products,Portal/download,Account/terms,Disaster mapping
SRC321,UNICEF Data API/portal,https://data.unicef.org/resources/resource-type/datasets/,Child and development datasets,Portal/download,No key/terms,Social/health/education
SRC322,UNESCO UIS API,https://apiportal.uis.unesco.org/,UNESCO statistics API,REST/API,Key/account depending,Education/culture
SRC323,World Inequality Database,https://wid.world/wid-world/,Inequality datasets and API/downloads,CSV/API,No key,Social/economic indicators
SRC324,OECD AI Policy Observatory,https://oecd.ai/en/data,AI policy data and indicators,Portal/API/download,No key/terms,AI policy
SRC325,AI Index Report datasets,https://aiindex.stanford.edu/report/,AI Index reports and datasets,Downloads/reports,No key,AI benchmarks/governance
SRC326,NIST Privacy Framework,https://www.nist.gov/privacy-framework,Privacy framework documentation,Docs/PDF,No key,Privacy governance
SRC327,EU AI Act official text,https://artificialintelligenceact.eu/the-act/,EU AI Act text/resources,Web/documents,Terms,AI regulation
SRC328,OECD Legal Instruments,https://legalinstruments.oecd.org/,OECD legal instruments database,Web/API-like,No key/terms,Policy/legal
SRC329,ILO NATLEX,https://natlex.ilo.org/,"National labour, social security and human rights legislation database",Search/download,No key,Labour law
SRC330,WIPO PATENTSCOPE,https://patentscope.wipo.int/,Patent search and data services,Web/API depending access,Terms,Patents
SRC331,EPO OPS API,https://www.epo.org/en/searching-for-patents/data/web-services/ops,European Patent Office Open Patent Services,REST/XML,Registration/key,Patents
SRC332,USPTO Patent Center/Data APIs,https://developer.uspto.gov/,USPTO APIs and bulk data,REST/bulk downloads,Key/terms depending API,Patents/trademarks
SRC333,Lens Patent Data,https://www.lens.org/lens/user/subscriptions,Patent data APIs and exports,API/export,Terms/subscription,Patents
SRC334,OpenAQ Locations API,https://docs.openaq.org/,Air quality locations/sensors API,REST/JSON,API key/terms,Air sensors
SRC335,PurpleAir API,https://api.purpleair.com/,Community air sensor network API,REST/JSON,API key/terms,Air quality sensors
SRC336,WAQI API,https://aqicn.org/api/,World Air Quality Index API,REST/JSON,Token,Air quality
SRC337,Radiation Network public map,https://www.radiationnetwork.com/,Public radiation monitoring network,Web/map/data depending access,Terms,Radiation
SRC338,Safecast API/data,https://safecast.org/data/,Radiation and environmental open data,Downloads/API,Terms,Radiation/environment
SRC339,OpenCellID,https://opencellid.org/,Open cell tower database,API/download,API key/terms,Telecom infrastructure
SRC340,Mozilla Location Service archive,https://location.services.mozilla.com/downloads,Cell/Wi-Fi location datasets archive,Downloads,Terms,Location infrastructure
SRC341,OpenAerialMap API,https://openaerialmap.org/,Open aerial imagery catalogue,API/downloads,No key/terms,Aerial imagery
SRC342,Radiant MLHub API,https://docs.radiant.earth/docs/radiant-mlhub/api/,Earth observation ML datasets,API/downloads,API key/account,EO ML datasets
SRC343,STAC Index,https://stacindex.org/,Catalogue of STAC APIs/catalogues,Catalogue,No key,Geospatial discovery
SRC344,Microsoft Planetary Computer STAC,https://planetarycomputer.microsoft.com/docs/quickstarts/reading-stac/,Planetary Computer STAC API and open geospatial datasets,STAC/API,Account/terms,Geospatial/EO
SRC345,Google Earth Engine Data Catalog,https://developers.google.com/earth-engine/datasets,Earth Engine public dataset catalogue,Catalogue/API,Account,EO/geospatial
SRC346,OpenAQ Measurements API,https://docs.openaq.org/,Air quality measurements API,REST/JSON,API key/terms,Air quality measurements
SRC347,OpenSky Historical Database,https://opensky-network.org/data/data-citation,Historical ADS-B database access,Database/download,Account/terms,Aviation history
SRC348,ADS-B Exchange API,https://www.adsbexchange.com/data/,ADS-B data products/API,API/commercial/free tiers,Key/terms,Aviation
SRC349,Eurostat SDMX Bulk Download,https://ec.europa.eu/eurostat/web/main/data/bulkdownload,Eurostat bulk data downloads,TSV/SDMX,No key,EU statistics bulk
SRC350,CORDIS API,https://cordis.europa.eu/about/help/api_en.html,EU research projects and results API,REST/XML/JSON,No key,Research grants/projects
